Kind,Name,PercentLackOfCohesion,PercentLackOfCohesionModified
Protected Class,"org.apache.commons.collections4.list.PredicatedList.PredicatedListIterator",0,0
TypeVariable,"org.apache.commons.collections4.list.PredicatedList.predicatedList.T",0,0
Public Generic Class,"org.apache.commons.collections4.list.PredicatedListTest",90,68
TypeVariable,"org.apache.commons.collections4.list.PredicatedListTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.list.SetUniqueList",23,4
TypeVariable,"org.apache.commons.collections4.list.SetUniqueList.E",0,0
Static Generic Class,"org.apache.commons.collections4.list.SetUniqueList.SetListIterator",33,33
TypeVariable,"org.apache.commons.collections4.list.SetUniqueList.SetListIterator.E",0,0
Static Generic Class,"org.apache.commons.collections4.list.SetUniqueList.SetListListIterator",50,50
TypeVariable,"org.apache.commons.collections4.list.SetUniqueList.SetListListIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.list.SetUniqueList.setUniqueList.E",0,0
Public Generic Class,"org.apache.commons.collections4.list.SetUniqueListTest",93,89
TypeVariable,"org.apache.commons.collections4.list.SetUniqueListTest.E",0,0
Class,"org.apache.commons.collections4.list.SetUniqueListTest.SetUniqueList307",0,0
Public Generic Class,"org.apache.commons.collections4.list.TransformedList",0,0
TypeVariable,"org.apache.commons.collections4.list.TransformedList.E",0,0
Protected Class,"org.apache.commons.collections4.list.TransformedList.TransformedListIterator",0,0
TypeVariable,"org.apache.commons.collections4.list.TransformedList.transformedList.E",0,0
TypeVariable,"org.apache.commons.collections4.list.TransformedList.transformingList.E",0,0
Public Generic Class,"org.apache.commons.collections4.list.TransformedListTest",0,0
TypeVariable,"org.apache.commons.collections4.list.TransformedListTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.list.TreeList",53,28
Static Generic Class,"org.apache.commons.collections4.list.TreeList.AVLNode",68,32
TypeVariable,"org.apache.commons.collections4.list.TreeList.AVLNode.E",0,0
TypeVariable,"org.apache.commons.collections4.list.TreeList.E",0,0
Static Generic Class,"org.apache.commons.collections4.list.TreeList.TreeListIterator",50,42
TypeVariable,"org.apache.commons.collections4.list.TreeList.TreeListIterator.E",0,0
Public Generic Class,"org.apache.commons.collections4.list.TreeListTest",0,0
TypeVariable,"org.apache.commons.collections4.list.TreeListTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.list.UnmodifiableList",0,0
TypeVariable,"org.apache.commons.collections4.list.UnmodifiableList.E",0,0
TypeVariable,"org.apache.commons.collections4.list.UnmodifiableList.unmodifiableList.E",0,0
Public Generic Class,"org.apache.commons.collections4.list.UnmodifiableListTest",83,75
TypeVariable,"org.apache.commons.collections4.list.UnmodifiableListTest.E",0,0
Public Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap",87,78
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.EntrySet",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.EntrySet.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.EntrySet.V",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.EntrySetIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.EntrySetIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.EntrySetIterator.V",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.HashEntry",75,53
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.HashEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.HashEntry.V",0,0
Protected Static Abstract Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.HashIterator",50,50
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.HashIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.HashIterator.V",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.HashMapIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.HashMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.HashMapIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.K",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.KeySet",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.KeySet.K",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.KeySetIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.KeySetIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.V",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.Values",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.Values.V",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractHashedMap.ValuesIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractHashedMap.ValuesIterator.V",0,0
Abstract Generic Class,"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator",0,0
Private Class,"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.EntrySet",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.EntrySet.toArray.T",0,0
Private Class,"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.EntrySetIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.K",0,0
Private Class,"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.MapEntry",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractIterableMap",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractIterableMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractIterableMap.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractIterableMapTest",0,0
Public Class,"org.apache.commons.collections4.map.AbstractIterableMapTest.InnerTestMapIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractIterableMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractIterableMapTest.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractLinkedMap",60,60
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractLinkedMap.EntrySetIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.EntrySetIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.EntrySetIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.K",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractLinkedMap.KeySetIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.KeySetIterator.K",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkEntry",100,100
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkEntry.V",0,0
Protected Static Abstract Generic Class,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkIterator",36,36
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkIterator.V",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkMapIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.LinkMapIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.V",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractLinkedMap.ValuesIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractLinkedMap.ValuesIterator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractMapDecorator",88,5
TypeVariable,"org.apache.commons.collections4.map.AbstractMapDecorator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractMapDecorator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractMapTest",94,53
TypeVariable,"org.apache.commons.collections4.map.AbstractMapTest.K",0,0
Public Class,"org.apache.commons.collections4.map.AbstractMapTest.TestMapEntrySet",0,0
Public Class,"org.apache.commons.collections4.map.AbstractMapTest.TestMapKeySet",0,0
Public Class,"org.apache.commons.collections4.map.AbstractMapTest.TestMapValues",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractMapTest.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractMapTest.cloneMapEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractMapTest.cloneMapEntry.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractMapTest.getAsList.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractOrderedMapDecorator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractOrderedMapDecorator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractOrderedMapDecorator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractOrderedMapTest",0,0
Public Class,"org.apache.commons.collections4.map.AbstractOrderedMapTest.InnerTestOrderedMapIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractOrderedMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractOrderedMapTest.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap",87,79
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.K",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceBaseIterator",58,49
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceBaseIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceBaseIterator.V",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntry",27,27
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntry.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntry.toReference.T",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySet",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySet.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySet.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySet.toArray.T",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySetIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySetIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceEntrySetIterator.V",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceKeySet",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceKeySet.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceKeySet.toArray.T",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceKeySetIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceKeySetIterator.K",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceMapIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceMapIterator.V",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceValues",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceValues.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceValues.toArray.T",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceValuesIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.ReferenceValuesIterator.V",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.SoftRef",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.SoftRef.T",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.V",0,0
Static Generic Class,"org.apache.commons.collections4.map.AbstractReferenceMap.WeakRef",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractReferenceMap.WeakRef.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractSortedMapDecorator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapDecorator.K",0,0
Protected Static Generic Class,"org.apache.commons.collections4.map.AbstractSortedMapDecorator.SortedMapIterator",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapDecorator.SortedMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapDecorator.SortedMapIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapDecorator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.map.AbstractSortedMapTest",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.K",0,0
Public Static Generic Class,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap",40,40
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestHeadMap.V",0,0
Public Static Generic Class,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap",40,40
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestSubMap.V",0,0
Public Static Generic Class,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap",60,60
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestTailMap.V",0,0
Public Static Abstract Generic Class,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap",81,81
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.TestViewMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.AbstractSortedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.CaseInsensitiveMap",0,0
TypeVariable,"org.apache.commons.collections4.map.CaseInsensitiveMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.CaseInsensitiveMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.CaseInsensitiveMapTest",0,0
