Kind,Name,CountClassCoupled,CountClassCoupledModified
TypeVariable,"org.apache.commons.collections4.map.LazyMap.lazyMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.LazyMapTest",12,12
TypeVariable,"org.apache.commons.collections4.map.LazyMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.LazyMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.LazySortedMap",4,4
TypeVariable,"org.apache.commons.collections4.map.LazySortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.LazySortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.LazySortedMap.lazySortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.LazySortedMap.lazySortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.LazySortedMap.lazySortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.LazySortedMap.lazySortedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.LazySortedMapTest",16,16
TypeVariable,"org.apache.commons.collections4.map.LazySortedMapTest.K",0,0
Private Static Class,"org.apache.commons.collections4.map.LazySortedMapTest.ReverseStringComparator",2,2
TypeVariable,"org.apache.commons.collections4.map.LazySortedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.LinkedMap",11,11
TypeVariable,"org.apache.commons.collections4.map.LinkedMap.K",0,0
Static Generic Class,"org.apache.commons.collections4.map.LinkedMap.LinkedMapList",12,12
TypeVariable,"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.K",0,0
TypeVariable,"org.apache.commons.collections4.map.LinkedMap.LinkedMapList.toArray.T",0,0
TypeVariable,"org.apache.commons.collections4.map.LinkedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.LinkedMapTest",18,18
TypeVariable,"org.apache.commons.collections4.map.LinkedMapTest.K",0,0
Public Class,"org.apache.commons.collections4.map.LinkedMapTest.TestListView",6,6
TypeVariable,"org.apache.commons.collections4.map.LinkedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.ListOrderedMap",23,23
Static Generic Class,"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView",11,11
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.EntrySetView.V",0,0
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.K",0,0
Static Generic Class,"org.apache.commons.collections4.map.ListOrderedMap.KeySetView",5,5
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.KeySetView.K",0,0
Anonymous Class,"org.apache.commons.collections4.map.ListOrderedMap.KeySetView.iterator.(Anon_2)",2,2
Static Generic Class,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedIterator",6,6
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedIterator.V",0,0
Static Generic Class,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapEntry",3,3
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapEntry.V",0,0
Static Generic Class,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator",7,7
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.ListOrderedMapIterator.V",0,0
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.V",0,0
Static Generic Class,"org.apache.commons.collections4.map.ListOrderedMap.ValuesView",5,5
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.ValuesView.V",0,0
Anonymous Class,"org.apache.commons.collections4.map.ListOrderedMap.ValuesView.iterator.(Anon_1)",2,2
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.listOrderedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap.listOrderedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.ListOrderedMap2Test",11,11
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap2Test.K",0,0
Public Class,"org.apache.commons.collections4.map.ListOrderedMap2Test.TestListView",6,6
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMap2Test.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.ListOrderedMapTest",17,17
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMapTest.K",0,0
Public Class,"org.apache.commons.collections4.map.ListOrderedMapTest.TestKeyListView",6,6
Public Class,"org.apache.commons.collections4.map.ListOrderedMapTest.TestValueListView",5,5
TypeVariable,"org.apache.commons.collections4.map.ListOrderedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.MultiKeyMap",16,16
TypeVariable,"org.apache.commons.collections4.map.MultiKeyMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiKeyMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiKeyMap.multiKeyMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiKeyMap.multiKeyMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.MultiKeyMapTest",12,12
TypeVariable,"org.apache.commons.collections4.map.MultiKeyMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiKeyMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.MultiValueMap",21,21
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.MultiValueMap.C",0,0
Private Static Generic Class,"org.apache.commons.collections4.map.MultiValueMap.ReflectionFactory",9,9
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.ReflectionFactory.T",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.V",0,0
Private Class,"org.apache.commons.collections4.map.MultiValueMap.Values",6,6
Private Class,"org.apache.commons.collections4.map.MultiValueMap.ValuesIterator",4,4
Anonymous Class,"org.apache.commons.collections4.map.MultiValueMap.iterator.(Anon_1)",6,6
Anonymous Class,"org.apache.commons.collections4.map.MultiValueMap.iterator.(Anon_1).nextIterator.(lambda_expr_1).(Anon_2)",4,4
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.multiValueMap.C",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.multiValueMap.C",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.multiValueMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.multiValueMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.multiValueMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.multiValueMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.multiValueMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMap.multiValueMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.MultiValueMapTest",26,26
TypeVariable,"org.apache.commons.collections4.map.MultiValueMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMapTest.V",0,0
TypeVariable,"org.apache.commons.collections4.map.MultiValueMapTest.createTestMap.C",0,0
Public Generic Class,"org.apache.commons.collections4.map.PassiveExpiringMap",18,18
Public Static Generic Class,"org.apache.commons.collections4.map.PassiveExpiringMap.ConstantTimeToLiveExpirationPolicy",4,4
TypeVariable,"org.apache.commons.collections4.map.PassiveExpiringMap.ConstantTimeToLiveExpirationPolicy.K",0,0
TypeVariable,"org.apache.commons.collections4.map.PassiveExpiringMap.ConstantTimeToLiveExpirationPolicy.V",0,0
Public Generic Interface,"org.apache.commons.collections4.map.PassiveExpiringMap.ExpirationPolicy",0,0
TypeVariable,"org.apache.commons.collections4.map.PassiveExpiringMap.ExpirationPolicy.K",0,0
TypeVariable,"org.apache.commons.collections4.map.PassiveExpiringMap.ExpirationPolicy.V",0,0
TypeVariable,"org.apache.commons.collections4.map.PassiveExpiringMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.PassiveExpiringMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.PassiveExpiringMapTest",13,13
TypeVariable,"org.apache.commons.collections4.map.PassiveExpiringMapTest.K",0,0
Private Static Class,"org.apache.commons.collections4.map.PassiveExpiringMapTest.TestExpirationPolicy",3,3
TypeVariable,"org.apache.commons.collections4.map.PassiveExpiringMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.PredicatedMap",11,11
TypeVariable,"org.apache.commons.collections4.map.PredicatedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.PredicatedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.PredicatedMap.predicatedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.PredicatedMap.predicatedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.PredicatedMapTest",12,12
TypeVariable,"org.apache.commons.collections4.map.PredicatedMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.PredicatedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.PredicatedSortedMap",3,3
TypeVariable,"org.apache.commons.collections4.map.PredicatedSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.PredicatedSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.PredicatedSortedMap.predicatedSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.PredicatedSortedMap.predicatedSortedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.PredicatedSortedMapTest",16,16
TypeVariable,"org.apache.commons.collections4.map.PredicatedSortedMapTest.K",0,0
Private Class,"org.apache.commons.collections4.map.PredicatedSortedMapTest.ReverseStringComparator",3,3
TypeVariable,"org.apache.commons.collections4.map.PredicatedSortedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.ReferenceIdentityMap",7,7
TypeVariable,"org.apache.commons.collections4.map.ReferenceIdentityMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ReferenceIdentityMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.ReferenceIdentityMapTest",18,18
TypeVariable,"org.apache.commons.collections4.map.ReferenceIdentityMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ReferenceIdentityMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.ReferenceMap",5,5
TypeVariable,"org.apache.commons.collections4.map.ReferenceMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ReferenceMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.ReferenceMapTest",24,24
Private Static Generic Class,"org.apache.commons.collections4.map.ReferenceMapTest.AccessibleEntry",4,4
TypeVariable,"org.apache.commons.collections4.map.ReferenceMapTest.AccessibleEntry.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ReferenceMapTest.AccessibleEntry.V",0,0
TypeVariable,"org.apache.commons.collections4.map.ReferenceMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.ReferenceMapTest.V",0,0
Anonymous Class,"org.apache.commons.collections4.map.ReferenceMapTest.testCustomPurge.(Anon_1)",6,6
Public Generic Class,"org.apache.commons.collections4.map.SingletonMap",17,17
TypeVariable,"org.apache.commons.collections4.map.SingletonMap.K",0,0
Static Generic Class,"org.apache.commons.collections4.map.SingletonMap.SingletonMapIterator",7,7
TypeVariable,"org.apache.commons.collections4.map.SingletonMap.SingletonMapIterator.K",0,0
TypeVariable,"org.apache.commons.collections4.map.SingletonMap.SingletonMapIterator.V",0,0
Static Generic Class,"org.apache.commons.collections4.map.SingletonMap.SingletonValues",5,5
TypeVariable,"org.apache.commons.collections4.map.SingletonMap.SingletonValues.V",0,0
TypeVariable,"org.apache.commons.collections4.map.SingletonMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.SingletonMapTest",13,13
TypeVariable,"org.apache.commons.collections4.map.SingletonMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.SingletonMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.StaticBucketMap",13,13
Private Class,"org.apache.commons.collections4.map.StaticBucketMap.BaseIterator",6,6
Private Class,"org.apache.commons.collections4.map.StaticBucketMap.EntryIterator",2,2
Private Class,"org.apache.commons.collections4.map.StaticBucketMap.EntrySet",6,6
TypeVariable,"org.apache.commons.collections4.map.StaticBucketMap.K",0,0
Private Class,"org.apache.commons.collections4.map.StaticBucketMap.KeyIterator",2,2
Private Class,"org.apache.commons.collections4.map.StaticBucketMap.KeySet",5,5
Private Static Class,"org.apache.commons.collections4.map.StaticBucketMap.Lock",0,0
Private Static Generic Class,"org.apache.commons.collections4.map.StaticBucketMap.Node",2,2
TypeVariable,"org.apache.commons.collections4.map.StaticBucketMap.Node.K",0,0
TypeVariable,"org.apache.commons.collections4.map.StaticBucketMap.Node.V",0,0
TypeVariable,"org.apache.commons.collections4.map.StaticBucketMap.V",0,0
Private Class,"org.apache.commons.collections4.map.StaticBucketMap.ValueIterator",2,2
Private Class,"org.apache.commons.collections4.map.StaticBucketMap.Values",4,4
Public Generic Class,"org.apache.commons.collections4.map.StaticBucketMapTest",6,6
TypeVariable,"org.apache.commons.collections4.map.StaticBucketMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.StaticBucketMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.TransformedMap",10,10
TypeVariable,"org.apache.commons.collections4.map.TransformedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedMap.transformedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedMap.transformedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedMap.transformingMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedMap.transformingMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.TransformedMapTest",13,13
TypeVariable,"org.apache.commons.collections4.map.TransformedMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.TransformedSortedMap",4,4
TypeVariable,"org.apache.commons.collections4.map.TransformedSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedSortedMap.transformedSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedSortedMap.transformedSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedSortedMap.transformingSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedSortedMap.transformingSortedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.TransformedSortedMapTest",13,13
TypeVariable,"org.apache.commons.collections4.map.TransformedSortedMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.TransformedSortedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.UnmodifiableEntrySet",11,11
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableEntrySet.K",0,0
Private Class,"org.apache.commons.collections4.map.UnmodifiableEntrySet.UnmodifiableEntry",4,4
Private Class,"org.apache.commons.collections4.map.UnmodifiableEntrySet.UnmodifiableEntrySetIterator",5,5
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableEntrySet.V",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableEntrySet.toArray.T",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableEntrySet.unmodifiableEntrySet.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableEntrySet.unmodifiableEntrySet.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.UnmodifiableMap",16,16
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableMap.unmodifiableMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableMap.unmodifiableMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.UnmodifiableMapTest",8,8
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.UnmodifiableOrderedMap",15,15
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableOrderedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableOrderedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableOrderedMap.unmodifiableOrderedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableOrderedMap.unmodifiableOrderedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.UnmodifiableOrderedMapTest",8,8
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableOrderedMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableOrderedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.UnmodifiableSortedMap",15,15
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableSortedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableSortedMap.unmodifiableSortedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableSortedMap.unmodifiableSortedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.map.UnmodifiableSortedMapTest",7,7
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableSortedMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.map.UnmodifiableSortedMapTest.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.multimap.AbstractListValuedMap",6,6
TypeVariable,"org.apache.commons.collections4.multimap.AbstractListValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.AbstractListValuedMap.V",0,0
Private Class,"org.apache.commons.collections4.multimap.AbstractListValuedMap.ValuesListIterator",4,4
Private Class,"org.apache.commons.collections4.multimap.AbstractListValuedMap.WrappedList",7,7
Public Abstract Generic Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap",25,25
Private Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.AsMap",8,8
Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.AsMap.AsMapEntrySet",7,7
Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.AsMap.AsMapEntrySetIterator",5,5
Private Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.EntryValues",3,3
Anonymous Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.EntryValues.iterator.(Anon_2)",9,9
TypeVariable,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.K",0,0
Private Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.KeysMultiSet",6,6
Private Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer",4,4
Anonymous Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.KeysMultiSet.MapEntryTransformer.transform.(Anon_1)",3,3
Private Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.MultiValuedMapEntry",3,3
Private Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.MultiValuedMapIterator",5,5
TypeVariable,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.V",0,0
Private Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.Values",5,5
Private Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.ValuesIterator",3,3
Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.WrappedCollection",8,8
TypeVariable,"org.apache.commons.collections4.multimap.AbstractMultiValuedMap.WrappedCollection.toArray.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapDecorator",9,9
TypeVariable,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapDecorator.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapDecorator.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest",26,26
TypeVariable,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.K",0,0
Public Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapAsMap",9,9
Public Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapEntries",6,6
Public Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapKeySet",5,5
Public Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapKeys",4,4
Public Class,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.TestMultiValuedMapValues",4,4
TypeVariable,"org.apache.commons.collections4.multimap.AbstractMultiValuedMapTest.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.multimap.AbstractSetValuedMap",6,6
TypeVariable,"org.apache.commons.collections4.multimap.AbstractSetValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.AbstractSetValuedMap.V",0,0
Private Class,"org.apache.commons.collections4.multimap.AbstractSetValuedMap.WrappedSet",4,4
Public Generic Class,"org.apache.commons.collections4.multimap.ArrayListValuedHashMap",9,9
TypeVariable,"org.apache.commons.collections4.multimap.ArrayListValuedHashMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.ArrayListValuedHashMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest",16,16
TypeVariable,"org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.multimap.HashSetValuedHashMap",8,8
TypeVariable,"org.apache.commons.collections4.multimap.HashSetValuedHashMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.HashSetValuedHashMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.multimap.HashSetValuedHashMapTest",13,13
TypeVariable,"org.apache.commons.collections4.multimap.HashSetValuedHashMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.HashSetValuedHashMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.multimap.TransformedMultiValuedMap",10,10
TypeVariable,"org.apache.commons.collections4.multimap.TransformedMultiValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.TransformedMultiValuedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.multimap.TransformedMultiValuedMap.transformedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.TransformedMultiValuedMap.transformedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.multimap.TransformedMultiValuedMap.transformingMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.TransformedMultiValuedMap.transformingMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest",12,12
TypeVariable,"org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest.V",0,0
Public Generic Class,"org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMap",14,14
TypeVariable,"org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMap.V",0,0
TypeVariable,"org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMap.unmodifiableMultiValuedMap.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMap.unmodifiableMultiValuedMap.V",0,0
Public Generic Class,"org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest",18,18
TypeVariable,"org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest.K",0,0
TypeVariable,"org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest.V",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.multiset.AbstractMapMultiSet",15,15
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.E",0,0
Protected Static Generic Class,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.EntrySetIterator",5,5
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.EntrySetIterator.E",0,0
Private Static Generic Class,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.MapBasedMultiSetIterator",6,6
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.MapBasedMultiSetIterator.E",0,0
Protected Static Generic Class,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.MultiSetEntry",2,2
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.MultiSetEntry.E",0,0
Protected Static Class,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.MutableInteger",1,1
Protected Static Generic Class,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.UniqueSetIterator",4,4
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.UniqueSetIterator.E",0,0
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMapMultiSet.toArray.T",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.multiset.AbstractMultiSet",18,18
Protected Static Abstract Generic Class,"org.apache.commons.collections4.multiset.AbstractMultiSet.AbstractEntry",2,2
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMultiSet.AbstractEntry.E",0,0
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMultiSet.E",0,0
Protected Static Generic Class,"org.apache.commons.collections4.multiset.AbstractMultiSet.EntrySet",4,4
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMultiSet.EntrySet.E",0,0
Private Static Generic Class,"org.apache.commons.collections4.multiset.AbstractMultiSet.MultiSetIterator",4,4
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMultiSet.MultiSetIterator.E",0,0
Protected Static Generic Class,"org.apache.commons.collections4.multiset.AbstractMultiSet.UniqueSet",5,5
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMultiSet.UniqueSet.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.multiset.AbstractMultiSetDecorator",2,2
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMultiSetDecorator.E",0,0
Public Abstract Generic Class,"org.apache.commons.collections4.multiset.AbstractMultiSetTest",18,18
TypeVariable,"org.apache.commons.collections4.multiset.AbstractMultiSetTest.T",0,0
Public Class,"org.apache.commons.collections4.multiset.AbstractMultiSetTest.TestMultiSetUniqueSet",5,5
Public Generic Class,"org.apache.commons.collections4.multiset.HashMultiSet",6,6
TypeVariable,"org.apache.commons.collections4.multiset.HashMultiSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.HashMultiSetTest",5,5
TypeVariable,"org.apache.commons.collections4.multiset.HashMultiSetTest.T",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.PredicatedMultiSet",3,3
TypeVariable,"org.apache.commons.collections4.multiset.PredicatedMultiSet.E",0,0
TypeVariable,"org.apache.commons.collections4.multiset.PredicatedMultiSet.predicatedMultiSet.E",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.PredicatedMultiSetTest",13,13
TypeVariable,"org.apache.commons.collections4.multiset.PredicatedMultiSetTest.T",0,0
Public Generic Class,"org.apache.commons.collections4.multiset.SynchronizedMultiSet",3,3
TypeVariable,"org.apache.commons.collections4.multiset.SynchronizedMultiSet.E",0,0
Static Generic Class,"org.apache.commons.collections4.multiset.SynchronizedMultiSet.SynchronizedSet",0,0
TypeVariable,"org.apache.commons.collections4.multiset.SynchronizedMultiSet.SynchronizedSet.T",0,0
